availability,category,num_reviews,price_excl_tax,price_incl_tax,product_type,star_rating,tax,title,url
15,New Adult,0,55.85,55.85,Books,1,0.0,The Matchmaker's Playbook (Wingmen Inc. #1),https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
15,New Adult,0,43.29,43.29,Books,3,0.0,The Mistake (Off-Campus #2),https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
15,Mystery,0,44.1,44.1,Books,4,0.0,The Murder of Roger Ackroyd (Hercule Poirot #4),https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html
15,Food and Drink,0,37.34,37.34,Books,5,0.0,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
15,Nonfiction,0,38.21,38.21,Books,2,0.0,The Omnivore's Dilemma: A Natural History of Four Meals,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
15,Nonfiction,0,43.54,43.54,Books,2,0.0,The Power of Now: A Guide to Spiritual Enlightenment,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
15,Science Fiction,0,10.65,10.65,Books,1,0.0,The Project,https://books.toscrape.com/catalogue/the-project_856/index.html
15,Default,0,36.0,36.0,Books,2,0.0,The Psychopath Test: A Journey Through the Madness Industry,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
15,Fiction,0,51.36,51.36,Books,5,0.0,The Regional Office Is Under Attack!,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html
15,Historical Fiction,0,30.25,30.25,Books,5,0.0,Mrs. Houdini,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html
15,Poetry,0,41.05,41.05,Books,1,0.0,Night Sky with Exit Wounds,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
15,Young Adult,0,38.28,38.28,Books,1,0.0,"Nightingale, Sing",https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
15,Poetry,0,14.19,14.19,Books,4,0.0,Poems That Make Grown Women Cry,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
15,Default,0,41.06,41.06,Books,1,0.0,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
15,Christian Fiction,0,20.47,20.47,Books,5,0.0,Redeeming Love,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
15,Young Adult,0,43.55,43.55,Books,5,0.0,Scarlett Epstein Hates It Here,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
15,Default,0,36.94,36.94,Books,1,0.0,Romero and Juliet: A Tragic Tale of Love and Zombies,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
15,Add a comment,0,29.06,29.06,Books,3,0.0,"Shobu Samurai, Project Aryoku (#3)",https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
15,Default,0,20.27,20.27,Books,1,0.0,Secrets and Lace (Fatal Hearts #1),https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
15,Business,0,23.99,23.99,Books,2,0.0,Shoe Dog: A Memoir by the Creator of NIKE,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
15,Nonfiction,0,12.23,12.23,Books,2,0.0,So You've Been Publicly Shamed,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
15,Science Fiction,0,26.12,26.12,Books,2,0.0,Soft Apocalypse,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
15,Romance,0,16.24,16.24,Books,4,0.0,Something More Than This,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
15,Romance,0,55.99,55.99,Books,2,0.0,Suddenly in Love (Lake Haven #1),https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
15,Autobiography,0,10.93,10.93,Books,2,0.0,The Argonauts,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
15,Business,0,27.55,27.55,Books,3,0.0,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
15,Nonfiction,0,38.49,38.49,Books,5,0.0,The Artist's Way: A Spiritual Path to Higher Creativity,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
15,Default,0,33.34,33.34,Books,5,0.0,The Art of War,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
15,Default,0,32.0,32.0,Books,3,0.0,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
15,Food and Drink,0,42.16,42.16,Books,3,0.0,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
15,Romance,0,35.61,35.61,Books,3,0.0,Doing It Over (Most Likely To #1),https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
15,Default,0,37.72,37.72,Books,5,0.0,Done Rubbed Out (Reightman & Bailey #1),https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
15,Default,0,34.95,34.95,Books,4,0.0,Drive: The Surprising Truth About What Motivates Us,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
15,Default,0,54.59,54.59,Books,4,0.0,Eureka Trivia 6.0,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
15,Sequential Art,0,41.62,41.62,Books,4,0.0,"Fables, Vol. 1: Legends in Exile (Fables #1)",https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
15,Fiction,0,53.53,53.53,Books,5,0.0,Finders Keepers (Bill Hodges Trilogy #2),https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
15,Default,0,29.0,29.0,Books,1,0.0,First Steps for New Christians (Print Edition),https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
15,Horror,0,21.36,21.36,Books,1,0.0,Follow You Home,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
15,Young Adult,0,29.99,29.99,Books,5,0.0,Frostbite (Vampire Academy #2),https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
15,Travel,0,49.43,49.43,Books,4,0.0,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
15,Fantasy,0,42.98,42.98,Books,1,0.0,Hollow City (Miss Peregrine’s Peculiar Children #2),https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
15,Default,0,22.16,22.16,Books,2,0.0,Grumbles,https://books.toscrape.com/catalogue/grumbles_812/index.html
15,Default,0,19.15,19.15,Books,2,0.0,Large Print Heart of the Pride,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
15,Womens Fiction,0,57.36,57.36,Books,4,0.0,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
15,Young Adult,0,48.56,48.56,Books,5,0.0,Library of Souls (Miss Peregrine’s Peculiar Children #3),https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
15,Biography,0,16.85,16.85,Books,2,0.0,Louisa: The Extraordinary Life of Mrs. Adams,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
15,Default,0,10.76,10.76,Books,1,0.0,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
15,Childrens,0,13.47,13.47,Books,3,0.0,Little Red,https://books.toscrape.com/catalogue/little-red_817/index.html
15,Add a comment,0,28.26,28.26,Books,5,0.0,Modern Romance,https://books.toscrape.com/catalogue/modern-romance_820/index.html
15,Default,0,27.37,27.37,Books,4,0.0,The Secret (The Secret #1),https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
14,Politics,0,52.65,52.65,Books,4,0.0,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
14,Young Adult,0,14.36,14.36,Books,2,0.0,Wild Swans,https://books.toscrape.com/catalogue/wild-swans_782/index.html
14,Sequential Art,0,37.34,37.34,Books,4,0.0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
14,Thriller,0,43.61,43.61,Books,5,0.0,You (You #1),https://books.toscrape.com/catalogue/you-you-1_784/index.html
15,Nonfiction,0,12.51,12.51,Books,5,0.0,Agnostic: A Spirited Manifesto,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
14,History,0,24.7,24.7,Books,3,0.0,Zealot: The Life and Times of Jesus of Nazareth,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
15,Default,0,50.54,50.54,Books,5,0.0,Amatus,https://books.toscrape.com/catalogue/amatus_787/index.html
15,Cultural,0,36.58,36.58,Books,1,0.0,Amid the Chaos,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
15,Default,0,18.46,18.46,Books,3,0.0,Amy Meets the Saints and Sages,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
15,Default,0,46.82,46.82,Books,4,0.0,Anonymous,https://books.toscrape.com/catalogue/anonymous_790/index.html
15,Default,0,15.48,15.48,Books,2,0.0,Ayumi's Violin,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
15,Sequential Art,0,15.38,15.38,Books,5,0.0,Batman: The Dark Knight Returns (Batman),https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
15,Sequential Art,0,36.5,36.5,Books,2,0.0,Batman: The Long Halloween (Batman),https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
15,Default,0,11.11,11.11,Books,2,0.0,Beauty Restored (Riley Family Legacy Novellas #3),https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
15,Nonfiction,0,27.43,27.43,Books,2,0.0,Becoming Wise: An Inquiry into the Mystery and Art of Living,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
15,Nonfiction,0,30.8,30.8,Books,3,0.0,Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
15,Spirituality,0,37.8,37.8,Books,2,0.0,Chasing Heaven: What Dying Taught Me About Living,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
14,Default,0,54.04,54.04,Books,1,0.0,The Rosie Project (Don Tillman #1),https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
14,Add a comment,0,37.4,37.4,Books,5,0.0,The Song of Achilles,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
14,Default,0,44.48,44.48,Books,5,0.0,The Songs of the Gods,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
14,Fantasy,0,46.02,46.02,Books,5,0.0,The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
14,Fiction,0,52.67,52.67,Books,4,0.0,The Testament of Mary,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
14,Fiction,0,27.88,27.88,Books,5,0.0,The Time Keeper,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
14,Romance,0,32.61,32.61,Books,3,0.0,The Wedding Pact (The O'Malleys #2),https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
14,Default,0,56.8,56.8,Books,4,0.0,The Wright Brothers,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
14,Nonfiction,0,43.04,43.04,Books,2,0.0,The Year of Magical Thinking,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
14,Add a comment,0,25.91,25.91,Books,5,0.0,The White Queen (The Cousins' War #1),https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
14,Young Adult,0,27.12,27.12,Books,2,0.0,This Is Where It Ends,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
14,Sequential Art,0,25.38,25.38,Books,2,0.0,Through the Woods,https://books.toscrape.com/catalogue/through-the-woods_772/index.html
14,Childrens,0,22.08,22.08,Books,2,0.0,Twenty Yawns,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
14,Default,0,45.95,45.95,Books,2,0.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
14,Young Adult,0,46.31,46.31,Books,2,0.0,Until Friday Night (The Field Party #1),https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
14,Default,0,37.1,37.1,Books,4,0.0,V for Vendetta (V for Vendetta Complete),https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
14,Childrens,0,12.96,12.96,Books,5,0.0,Walt Disney's Alice in Wonderland,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
14,Sequential Art,0,53.9,53.9,Books,1,0.0,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
14,Nonfiction,0,19.6,19.6,Books,2,0.0,What's It Like in Space?: Stories from Astronauts Who've Been There,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
14,Nonfiction,0,38.2,38.2,Books,4,0.0,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
14,Mystery,0,13.92,13.92,Books,1,0.0,That Darkness (Gardiner and Renner #1),https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
14,Thriller,0,39.24,39.24,Books,1,0.0,The 14th Colony (Cotton Malone #11),https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
14,Fantasy,0,44.73,44.73,Books,4,0.0,The Bane Chronicles (The Bane Chronicles #1-11),https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
14,Add a comment,0,48.78,48.78,Books,1,0.0,The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
14,Fiction,0,45.21,45.21,Books,3,0.0,Take Me with You,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
14,Nonfiction,0,15.77,15.77,Books,1,0.0,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
14,Young Adult,0,35.35,35.35,Books,5,0.0,The Darkest Lie,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
14,Mystery,0,10.69,10.69,Books,1,0.0,Tastes Like Fear (DI Marnie Rome #3),https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
14,Fiction,0,25.85,25.85,Books,3,0.0,The First Hostage (J.B. Collins #2),https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
14,Thriller,0,13.82,13.82,Books,2,0.0,The Guilty (Will Robie #4),https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
14,Food and Drink,0,28.77,28.77,Books,3,0.0,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
14,Fantasy,0,52.26,52.26,Books,2,0.0,The Hidden Oracle (The Trials of Apollo #1),https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
14,Add a comment,0,40.67,40.67,Books,2,0.0,The Immortal Life of Henrietta Lacks,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
14,Nonfiction,0,17.43,17.43,Books,3,0.0,The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
14,Horror,0,23.4,23.4,Books,1,0.0,The Loney,https://books.toscrape.com/catalogue/the-loney_756/index.html
14,Mystery,0,54.21,54.21,Books,2,0.0,The Last Mile (Amos Decker #2),https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
14,Sequential Art,0,38.39,38.39,Books,2,0.0,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
14,Nonfiction,0,21.95,21.95,Books,2,0.0,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
14,Humor,0,11.83,11.83,Books,5,0.0,Old School (Diary of a Wimpy Kid #10),https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
14,Childrens,0,18.28,18.28,Books,2,0.0,Once Was a Time,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
14,Self Help,0,52.15,52.15,Books,3,0.0,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
14,Horror,0,10.56,10.56,Books,3,0.0,Pet Sematary,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
14,Poetry,0,50.89,50.89,Books,5,0.0,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
14,Childrens,0,23.57,23.57,Books,3,0.0,Rain Fish,https://books.toscrape.com/catalogue/rain-fish_728/index.html
14,Sequential Art,0,25.48,25.48,Books,2,0.0,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
14,Sequential Art,0,47.82,47.82,Books,3,0.0,Robin War,https://books.toscrape.com/catalogue/robin-war_730/index.html
14,Poetry,0,46.78,46.78,Books,4,0.0,salt.,https://books.toscrape.com/catalogue/salt_731/index.html
14,Travel,0,48.87,48.87,Books,3,0.0,See America: A Celebration of Our National Parks & Treasured Sites,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
14,Fiction,0,55.84,55.84,Books,4,0.0,Shtum,https://books.toscrape.com/catalogue/shtum_733/index.html
14,Sequential Art,0,35.43,35.43,Books,4,0.0,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
14,Contemporary,0,52.79,52.79,Books,5,0.0,Someone Like You (The Harrisons #2),https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
14,Science,0,44.74,44.74,Books,4,0.0,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
14,Default,0,39.5,39.5,Books,5,0.0,Steve Jobs,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
14,Fiction,0,26.41,26.41,Books,3,0.0,Still Life with Bread Crumbs,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
14,Sequential Art,0,11.89,11.89,Books,5,0.0,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
14,Nonfiction,0,45.58,45.58,Books,1,0.0,Swell: A Year of Waves,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
14,Humor,0,44.07,44.07,Books,1,0.0,The Long Haul (Diary of a Wimpy Kid #9),https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
14,Psychology,0,10.4,10.4,Books,1,0.0,The Lucifer Effect: Understanding How Good People Turn Evil,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
14,Historical Fiction,0,28.08,28.08,Books,4,0.0,The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
14,Default,0,47.02,47.02,Books,3,0.0,"Hush, Hush (Hush, Hush #1)",https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
14,Humor,0,14.75,14.75,Books,5,0.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
14,Fiction,0,10.6,10.6,Books,4,0.0,I Am Pilgrim (Pilgrim #1),https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
14,Humor,0,25.98,25.98,Books,4,0.0,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
14,Fantasy,0,29.65,29.65,Books,1,0.0,Island of Dragons (Unwanteds #7),https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
14,Food and Drink,0,19.55,19.55,Books,1,0.0,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
14,Default,0,16.28,16.28,Books,5,0.0,Lady Midnight (The Dark Artifices #1),https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
14,Nonfiction,0,26.79,26.79,Books,5,0.0,Let It Out: A Journey Through Journaling,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
14,Default,0,46.91,46.91,Books,4,0.0,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
14,Nonfiction,0,29.14,29.14,Books,5,0.0,Looking for Lovely: Collecting the Moments that Matter,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
14,Music,0,18.03,18.03,Books,1,0.0,Love Is a Mix Tape (Music #1),https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
14,Default,0,49.83,49.83,Books,3,0.0,Luckiest Girl Alive,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
14,Sequential Art,0,51.51,51.51,Books,2,0.0,Lowriders to the Center of the Earth (Lowriders in Space #2),https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
14,Childrens,0,53.95,53.95,Books,3,0.0,Luis Paints the World,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
14,Business,0,38.85,38.85,Books,5,0.0,Made to Stick: Why Some Ideas Survive and Others Die,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
14,Add a comment,0,37.61,37.61,Books,2,0.0,More Than Music (Chasing the Dream #1),https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
14,Fiction,0,28.9,28.9,Books,1,0.0,Mr. Mercedes (Bill Hodges Trilogy #1),https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
14,Young Adult,0,40.36,40.36,Books,1,0.0,My Kind of Crazy,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
14,Fiction,0,24.48,24.48,Books,3,0.0,My Mrs. Brown,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
14,Fiction,0,25.01,25.01,Books,3,0.0,Cometh the Hour (The Clifton Chronicles #6),https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
14,Christian,0,47.72,47.72,Books,2,0.0,Crazy Love: Overwhelmed by a Relentless God,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
14,Default,0,36.58,36.58,Books,1,0.0,Daily Fantasy Sports,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
14,Fiction,0,11.21,11.21,Books,5,0.0,Dear Mr. Knightley,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
14,Fantasy,0,37.51,37.51,Books,5,0.0,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
14,Horror,0,40.12,40.12,Books,2,0.0,Doctor Sleep (The Shining #2),https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
14,Young Adult,0,55.35,55.35,Books,1,0.0,Don't Get Caught,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
14,Health,0,54.07,54.07,Books,2,0.0,"Eat Fat, Get Thin",https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
14,Nonfiction,0,51.75,51.75,Books,5,0.0,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
14,Fiction,0,14.39,14.39,Books,4,0.0,Eight Hundred Grapes,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
14,Sequential Art,0,57.62,57.62,Books,5,0.0,El Deafo,https://books.toscrape.com/catalogue/el-deafo_691/index.html
14,Fiction,0,27.09,27.09,Books,3,0.0,Eligible (The Austen Project #4),https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
14,Default,0,46.47,46.47,Books,3,0.0,Every Last Word,https://books.toscrape.com/catalogue/every-last-word_693/index.html
14,Nonfiction,0,15.06,15.06,Books,4,0.0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
14,Art,0,49.05,49.05,Books,3,0.0,Feathers: Displays of Brilliant Plumage,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
